"competênciamov","região","uf","município","seção","subclasse","saldomovimentação","cbo2002ocupação","categoria","graudeinstrução","idade","horascontratuais","raçacor","sexo","tipoempregador","tipoestabelecimento","tipomovimentação","tipodedeficiência","indtrabintermitente","indtrabparcial","salário","tamestabjan","indicadoraprendiz","origemdainformação","competênciadec","indicadordeforadoprazo","unidadesaláriocódigo","valorsaláriofixo"
202301,3,31,314610,"C",2441501,1,911305,101,2,63,44,2,1,0,1,97,0,0,0,1784.2,1,0,1,202301,0,5,1784.2
202301,3,31,314610,"F",4213800,-1,717020,101,5,24,44,2,1,0,1,31,0,0,0,1761.25,1,0,1,202301,0,5,1761.25
202301,3,31,314610,"B",710301,-1,411010,101,7,24,44,1,3,0,1,31,0,0,0,2959.05,1,0,1,202301,0,5,2959.05
202301,3,31,314610,"F",4211101,-1,717020,101,6,24,44,3,1,0,4,31,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"F",4213800,-1,351605,101,7,33,44,1,3,0,1,31,0,0,0,2309.96,1,0,1,202301,0,5,2309.96
202301,3,31,314610,"G",4711302,-1,421125,101,7,21,44,6,3,0,1,43,0,0,0,1318.07,1,0,1,202301,0,5,1318.07
202301,3,31,314610,"N",8299799,1,521135,101,7,24,36,6,3,0,1,97,0,0,0,1408.59,1,0,1,202301,0,5,1408.59
202301,3,31,314610,"C",3321000,1,911305,101,9,23,44,6,1,0,1,97,0,0,0,2200,1,0,1,202301,0,5,2200
202301,3,31,314610,"F",4211101,-1,782145,101,6,20,44,3,1,0,4,31,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"F",4211101,-1,641015,101,2,55,44,2,1,0,4,31,0,0,0,1850,1,0,1,202301,0,5,1850
202301,3,31,314610,"F",4120400,-1,911305,103,6,17,20,1,3,0,1,43,0,0,0,611.72,1,1,1,202301,0,5,611.72
202301,3,31,314610,"G",4711302,-1,521140,101,7,20,44,1,3,0,1,40,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"F",4213800,1,715725,101,4,57,44,3,1,0,1,97,0,0,0,2037.2,1,0,1,202301,0,5,2037.2
202301,3,31,314610,"G",4635402,-1,782510,101,5,21,44,6,1,0,1,40,0,0,0,1829.85,1,0,1,202301,0,5,1829.85
202301,3,31,314610,"G",4712100,-1,410105,101,9,40,16,6,3,0,1,31,0,0,1,2000,1,0,1,202301,0,5,2000
202301,3,31,314610,"B",810006,1,414115,101,7,21,44,1,3,0,1,97,0,0,0,1521.08,1,0,1,202301,0,5,1521.08
202301,3,31,314610,"F",4213800,-1,214205,101,80,32,44,1,3,0,1,31,0,0,0,11067,1,0,1,202301,0,5,11067
202301,3,31,314610,"S",9512600,1,521110,101,7,24,44,6,3,0,1,97,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"I",5611201,-1,513415,101,7,23,44,6,1,0,1,40,0,0,0,1376.51,1,0,1,202301,0,5,1376.51
202301,3,31,314610,"F",4221902,-1,715125,101,7,40,44,6,1,0,1,43,0,0,0,2398,1,0,1,202301,0,1,10.9
202301,3,31,314610,"Q",8610102,1,223605,101,9,25,44,1,3,0,1,97,0,0,0,3557.75,1,0,1,202301,0,5,3557.75
202301,3,31,314610,"F",4299599,1,517420,101,4,21,44,6,1,0,4,97,0,0,0,1574.03,1,0,1,202301,0,5,1574.03
202301,3,31,314610,"F",4211101,1,710215,101,6,51,44,3,1,0,1,97,0,0,0,5642.38,1,0,1,202301,0,5,5642.38
202301,3,31,314610,"G",4789004,1,521110,101,7,32,44,6,1,0,1,97,0,0,0,1318.04,1,0,1,202301,0,5,1318.04
202301,3,31,314610,"I",5611203,1,513205,101,7,43,48,1,3,0,1,97,0,0,0,1388,1,0,1,202301,0,5,1388
202301,3,31,314610,"C",2391503,1,710120,101,5,51,44,6,1,0,1,97,0,0,0,3500.2,1,0,1,202301,0,1,15.91
202301,3,31,314610,"I",5611201,-1,422105,101,7,21,44.14,1,1,0,1,40,0,0,0,1212,1,0,1,202301,0,5,1212
202301,3,31,314610,"G",4731800,-1,411005,101,9,61,44,1,3,0,1,31,0,0,0,1720.39,1,0,1,202301,0,5,1720.39
202301,3,31,314610,"B",899199,-1,911305,103,7,17,20,3,1,0,1,33,0,0,0,606,1,1,1,202301,0,5,606
202301,3,31,314610,"I",5510801,-1,622010,101,7,25,44,3,1,0,1,31,0,0,0,1338,1,0,1,202301,0,5,1338
202301,3,31,314610,"G",4530703,-1,411010,101,7,28,44,6,1,0,1,31,0,0,0,1587.15,1,0,1,202301,0,5,1587.15
202301,3,31,314610,"F",4211101,1,717020,101,7,28,44,6,1,0,1,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"I",5510801,-1,514320,101,7,25,44,3,3,0,1,31,0,0,0,1346.28,1,0,1,202301,0,5,1346.28
202301,3,31,314610,"I",5510801,1,422120,101,6,18,44,3,3,0,1,97,0,0,0,1500,1,0,1,202301,0,5,1500
202301,3,31,314610,"F",4211101,-1,715505,101,1,26,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"F",4211101,-1,717020,101,7,21,44,3,1,0,4,31,0,0,0,1585,1,0,1,202301,0,5,1585
202301,3,31,314610,"N",8299799,-1,521135,101,7,39,36,6,3,0,1,40,0,0,0,1408.59,1,0,1,202301,0,5,1408.59
202301,3,31,314610,"F",4120400,1,724315,101,5,38,44,3,1,0,1,97,0,0,0,2130.42,1,0,1,202301,0,5,2130.42
202301,3,31,314610,"F",4299599,1,782310,101,7,26,48,3,1,0,1,97,0,0,0,1954.8,1,0,1,202301,0,5,1954.8
202301,3,31,314610,"F",4120400,1,717020,101,5,20,44,3,1,0,4,97,0,0,0,1381.6,1,0,1,202301,0,5,1381.6
202301,3,31,314610,"M",7112000,1,313315,101,7,21,44,3,1,0,1,97,0,0,0,1500,1,0,1,202301,0,5,1500
202301,3,31,314610,"F",4213800,-1,717020,101,7,38,44,6,1,0,1,31,0,0,0,1361.08,1,0,1,202301,0,5,1361.08
202301,3,31,314610,"F",4211101,-1,715210,101,2,55,44,3,1,0,4,31,0,0,0,1872,1,0,1,202301,0,5,1872
202301,3,31,314610,"G",4711302,1,517425,101,7,38,44,3,1,0,1,97,0,0,0,1694.85,1,0,1,202301,0,5,1694.85
202301,3,31,314610,"I",5611203,1,513505,101,5,41,44,6,3,0,1,97,0,0,0,1481.94,1,0,1,202301,0,5,1481.94
202301,3,31,314610,"C",2391503,-1,862150,101,6,18,44,3,1,0,1,31,0,0,0,1328.8,1,0,1,202301,0,1,6.04
202301,3,31,314610,"P",8599601,1,514320,101,3,47,44,6,3,0,1,97,0,0,0,1302,1,0,1,202301,0,5,1302
202301,3,31,314610,"G",4731800,-1,521135,101,7,32,36,6,1,0,1,31,0,0,0,1440.36,1,0,1,202301,0,5,1440.36
202301,3,31,314610,"F",4211101,1,782510,101,7,31,44,3,1,0,1,97,0,0,0,2448.58,1,0,1,202301,0,5,2448.58
202301,3,31,314610,"F",4120400,1,715545,101,7,28,44,2,1,0,4,97,0,0,0,1786.46,1,0,1,202301,0,5,1786.46
